gloss,video_id,url
cousin,13633,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cousin-WACMzmRGgY8.mp4
cousin,13634,https://media.asldeafined.com/vocabulary/1466904377.9296.mp4
cousin,13635,https://media.asldeafined.com/vocabulary/1466904400.1624.mp4
cousin,13636,https://media.asldeafined.com/vocabulary/1539177107.4884.mp4
cousin,13630,https://media.spreadthesign.com/video/mp4/13/47501.mp4
cousin,13640,https://www.signingsavvy.com/signs/mp4/6/6148.mp4
cousin,13641,https://www.signingsavvy.com/signs/mp4/6/6150.mp4
cousin,13642,https://www.signingsavvy.com/signs/mp4/6/6568.mp4
cousin,13646,http://www.aslsearch.com/signs/videos/cousin2.mp4
deaf,14882,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/deaf.mp4
deaf,14903,http://www.aslsearch.com/signs/videos/deaf.mp4
deaf,14883,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-1tMYCoZB0lE.mp4
deaf,14884,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf%202-VoHLEG8FIH4.mp4
deaf,14885,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Deaf-bHRhz2geOTA.mp4
deaf,14886,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Deaf.mp4
deaf,65445,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/DE/DEAF-103.mp4
deaf,14887,https://media.asldeafined.com/vocabulary/1466906743.302.mp4
deaf,14888,https://media.asldeafined.com/vocabulary/1522766619.2346.mp4
deaf,14893,https://www.signingsavvy.com/signs/mp4/23/23016.mp4
deaf,14894,https://www.signingsavvy.com/signs/mp4/23/23017.mp4
fine,21870,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine2.mp4
fine,21890,http://www.aslsearch.com/signs/videos/cost.mp4
fine,21891,http://www.aslsearch.com/signs/videos/fine.mp4
fine,21871,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/fine.mp4
fine,21872,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20fine5-4SzwErJNYTc.mp4
fine,21869,https://media.spreadthesign.com/video/mp4/13/92669.mp4
fine,21874,https://media.asldeafined.com/vocabulary/1468494312.7752.mp4
fine,21878,https://www.signingsavvy.com/signs/mp4/14/14347.mp4
fine,21883,https://www.signingsavvy.com/signs/mp4/6/6355.mp4
help,69364,http://aslbricks.org/New/ASL-Videos/help.mp4
help,27221,http://www.aslsearch.com/signs/videos/help.mp4
help,27206,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/help.mp4
help,27207,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Stamp%2C%20Help-2bSAr25HPXY.mp4
help,27208,https://media.asldeafined.com/vocabulary/1468580671.3652.mp4
help,27209,https://media.asldeafined.com/vocabulary/1471136062.8464.mp4
help,65890,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2562.mp4
help,27213,https://www.signingsavvy.com/signs/mp4/23/23431.mp4
help,27214,https://www.signingsavvy.com/signs/mp4/5/5871.mp4
help,65891,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-2563.mp4
help,65889,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/HE/HELP-483.mp4
help,27215,https://www.signingsavvy.com/signs/mp4/6/6389.mp4
help,27216,https://www.signingsavvy.com/signs/mp4/9/9918.mp4
help,27217,https://www.signingsavvy.com/signs/mp4/9/9936.mp4
no,69411,http://aslbricks.org/New/ASL-Videos/no.mp4
no,38525,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/no.mp4
no,38544,http://www.aslsearch.com/signs/videos/no.mp4
no,38527,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20No-hwa_U71nr74.mp4
no,38529,https://media.asldeafined.com/vocabulary/1468719269.5533.mp4
no,38530,https://media.asldeafined.com/vocabulary/1522767129.7038.mp4
no,38532,https://www.signingsavvy.com/signs/mp4/23/23547.mp4
no,38533,https://www.signingsavvy.com/signs/mp4/23/23949.mp4
no,66183,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/NO/NO-512.mp4
no,38524,https://media.spreadthesign.com/video/mp4/13/48823.mp4
no,38534,https://www.signingsavvy.com/signs/mp4/6/6400.mp4
thin,57948,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
thin,57949,https://www.signingsavvy.com/signs/mp4/22/22387.mp4
thin,57934,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin-2.mp4
thin,57953,http://www.aslsearch.com/signs/videos/skinny.mp4
thin,57935,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thin.mp4
thin,57936,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-aLghoMT6IhA.mp4
thin,57937,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin%202-cXEknONHNEc.mp4
thin,66606,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2192.mp4
thin,57939,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-5G1gWM4HnBI.mp4
thin,57940,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-85Xp1i_NN-E.mp4
thin,57941,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Thin-fTYMARYgieE.mp4
thin,57942,https://media.asldeafined.com/vocabulary/1468944700.6887.mp4
thin,66607,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/TH/THIN-2465.mp4
thin,57933,https://media.spreadthesign.com/video/mp4/13/50888.mp4
thin,57943,https://media.asldeafined.com/vocabulary/1546575308.9841.mp4
thin,57947,https://www.signingsavvy.com/signs/mp4/22/22386.mp4
walk,62175,http://www.aslsearch.com/signs/videos/walk.mp4
walk,62159,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/walk.mp4
walk,62160,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk%202-lSM2XoWrTUY.mp4
walk,62163,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Walk-MyDb3_nPts4.mp4
walk,62164,https://media.asldeafined.com/vocabulary/1468926910.5698.mp4
walk,66743,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-1407.mp4
walk,66742,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/WA/WALK-314.mp4
walk,62158,https://media.spreadthesign.com/video/mp4/13/50935.mp4
walk,62168,https://www.signingsavvy.com/signs/mp4/23/23053.mp4
walk,62169,https://www.signingsavvy.com/signs/mp4/23/23054.mp4
walk,62170,https://www.signingsavvy.com/signs/mp4/9/9209.mp4
year,64211,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-8JUNM67_g9g.mp4
year,64224,http://www.aslsearch.com/signs/videos/year.mp4
year,64210,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/year.mp4
year,64212,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Year-VAtU8WanjmE.mp4
year,66818,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-1469.mp4
year,64213,https://media.asldeafined.com/vocabulary/1468774917.4615.mp4
year,66816,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YEAR-656.mp4
year,64209,https://media.spreadthesign.com/video/mp4/13/51103.mp4
year,64219,https://www.signingsavvy.com/signs/mp4/7/7723.mp4
year,64218,https://www.signingsavvy.com/signs/mp4/7/7228.mp4
yes,69546,http://aslbricks.org/New/ASL-Videos/yes.mp4
yes,64287,https://media.asldeafined.com/vocabulary/1468774983.6377.mp4
yes,64284,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-Kg0VRsnehgQ.mp4
yes,64291,https://www.signingsavvy.com/signs/mp4/23/23544.mp4
yes,64292,https://www.signingsavvy.com/signs/mp4/23/23545.mp4
yes,64293,https://www.signingsavvy.com/signs/mp4/23/23546.mp4
yes,66820,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/YE/YES-1472.mp4
yes,64280,https://media.spreadthesign.com/video/mp4/13/485639.mp4
yes,64300,http://www.aslsearch.com/signs/videos/yes.mp4
yes,64281,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/yes.mp4
yes,64288,https://media.asldeafined.com/vocabulary/1522767427.6654.mp4
yes,64283,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Yes-IIWhF2S6saQ.mp4
all,69206,http://aslbricks.org/New/ASL-Videos/all.mp4
all,02003,http://www.aslsearch.com/signs/videos/all.mp4
all,01987,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/all.mp4
all,01988,https://media.asldeafined.com/vocabulary/1466172884.2656.mp4
all,01991,https://www.signingsavvy.com/signs/mp4/22/22936.mp4
all,01992,https://www.signingsavvy.com/signs/mp4/22/22937.mp4
all,65043,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/AL/ALL-11.mp4
all,01986,https://media.spreadthesign.com/video/mp4/13/244016.mp4
black,69236,http://aslbricks.org/New/ASL-Videos/black.mp4
black,06472,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/black.mp4
black,06473,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Black-Mr3gdFh3A28.mp4
black,06474,https://media.asldeafined.com/vocabulary/1466682549.1836.mp4
black,06476,https://www.signingsavvy.com/signs/mp4/6/6787.mp4
black,06477,https://www.signingsavvy.com/signs/mp4/7/7145.mp4
black,06478,https://www.signingsavvy.com/signs/mp4/8/8384.mp4
black,65200,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/BL/BLACK-415.mp4
black,06471,https://media.spreadthesign.com/video/mp4/13/357947.mp4
black,06486,http://www.aslsearch.com/signs/videos/black.mp4
cool,69281,http://aslbricks.org/New/ASL-Videos/cool.mp4
cool,65403,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-1158.mp4
cool,13213,https://www.signingsavvy.com/signs/mp4/24/24134.mp4
cool,13197,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%203-2zFEI2o-HXc.mp4
cool,13216,http://www.aslsearch.com/signs/videos/cool2.mp4
cool,13217,http://www.aslsearch.com/signs/videos/cool.mp4
cool,13198,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%20cool-wonohTR_Bv4.mp4
cool,13199,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%2C%20Cool%20Down-8l_h3RsEM-4.mp4
cool,13200,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool-5aJkQai-PKc.mp4
cool,13201,https://media.asldeafined.com/vocabulary/1466903138.2211.mp4
cool,65402,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/CO/COOL-575.mp4
cool,13202,https://media.asldeafined.com/vocabulary/1466903216.3416.mp4
cool,13203,https://media.asldeafined.com/vocabulary/1472219365.8123.mp4
cool,13196,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Cool%202-qCqdPZVJTYY.mp4
cool,13208,https://www.signingsavvy.com/signs/mp4/22/22660.mp4
cool,13209,https://www.signingsavvy.com/signs/mp4/23/23043.mp4
finish,21942,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/finish.mp4
finish,21943,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%202-BNOu92X_Hws.mp4
finish,21944,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Finish%2C%20That%27s%20Enough-UODQssr2FSc.mp4
finish,21945,https://media.asldeafined.com/vocabulary/1468494387.7315.mp4
finish,21949,https://www.signingsavvy.com/signs/mp4/23/23269.mp4
finish,21950,https://www.signingsavvy.com/signs/mp4/7/7267.mp4
finish,65721,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/FI/FINISH-456.mp4
finish,21941,https://media.spreadthesign.com/video/mp4/13/455668.mp4
finish,21951,https://www.signingsavvy.com/signs/mp4/8/8336.mp4
hot,69368,http://aslbricks.org/New/ASL-Videos/hot.mp4
hot,28125,http://www.aslsearch.com/signs/videos/heat2.mp4
hot,28108,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/hot.mp4
hot,28109,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-9X3bjjuKGMM.mp4
hot,28110,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-QCvXMjNN4PE.mp4
hot,28111,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Hot-wy-09ieHXhM.mp4
hot,28112,https://media.asldeafined.com/vocabulary/1468638601.9688.mp4
hot,28115,https://www.signingsavvy.com/signs/mp4/14/14232.mp4
hot,28116,https://www.signingsavvy.com/signs/mp4/6/6109.mp4
hot,28107,https://media.spreadthesign.com/video/mp4/13/58462.mp4
like,69389,http://aslbricks.org/New/ASL-Videos/like.mp4
like,33266,https://media.spreadthesign.com/video/mp4/13/457551.mp4
like,33285,http://www.aslsearch.com/signs/videos/like4.mp4
like,33267,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/like.mp4
like,33286,http://www.aslsearch.com/signs/videos/like.mp4
like,33268,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20really%20like-7y5Ye-2-ZBs.mp4
like,33269,https://media.asldeafined.com/vocabulary/1468711783.5361.mp4
like,33270,https://media.asldeafined.com/vocabulary/1468711809.2438.mp4
like,33273,https://www.signingsavvy.com/signs/mp4/14/14298.mp4
like,33274,https://www.signingsavvy.com/signs/mp4/6/6394.mp4
many,69396,http://aslbricks.org/New/ASL-Videos/many.mp4
many,34823,https://media.spreadthesign.com/video/mp4/13/246018.mp4
many,34824,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/many.mp4
many,34825,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many%202-j0vvJVAAcBs.mp4
many,34826,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Many-RzCIBY5rsGA.mp4
many,34827,https://media.asldeafined.com/vocabulary/1468713681.2568.mp4
many,34830,https://www.signingsavvy.com/signs/mp4/6/6570.mp4
many,34831,https://www.signingsavvy.com/signs/mp4/8/8040.mp4
many,34832,https://www.signingsavvy.com/signs/mp4/8/8041.mp4
many,34839,http://www.aslsearch.com/signs/videos/many.mp4
mother,69402,http://aslbricks.org/New/ASL-Videos/mother.mp4
mother,36946,http://www.aslsearch.com/signs/videos/mama.mp4
mother,36930,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/mother.mp4
mother,36931,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Mother%20Wiggle-ZwJlF1W1GbE.mp4
mother,36932,https://signstock.blob.core.windows.net/signschool/videos/SignSchool%20Mother.mp4
mother,36933,https://media.asldeafined.com/vocabulary/1468716729.3803.mp4
mother,36936,https://www.signingsavvy.com/signs/mp4/6/6508.mp4
mother,36937,https://www.signingsavvy.com/signs/mp4/6/6509.mp4
mother,66147,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-1590.mp4
mother,66146,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/MO/MOTHER-509.mp4
mother,36929,https://media.spreadthesign.com/video/mp4/13/48601.mp4
now,69413,http://aslbricks.org/New/ASL-Videos/now.mp4
now,38994,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20now-0wcuocGAvNU.mp4
now,38999,https://www.signingsavvy.com/signs/mp4/7/7774.mp4
now,39000,https://www.signingsavvy.com/signs/mp4/9/9785.mp4
now,38990,https://media.spreadthesign.com/video/mp4/13/111145.mp4
now,39006,http://www.aslsearch.com/signs/videos/now.mp4
now,38991,https://media.spreadthesign.com/video/mp4/13/49006.mp4
now,38995,https://media.asldeafined.com/vocabulary/1468719996.5074.mp4
now,38997,https://www.signingsavvy.com/signs/mp4/7/7687.mp4
orange,69422,http://aslbricks.org/New/ASL-Videos/orange.mp4
orange,40115,https://media.spreadthesign.com/video/mp4/13/91534.mp4
orange,40116,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/orange.mp4
orange,40117,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Orange-mylSeGckZJs.mp4
orange,40118,https://media.asldeafined.com/vocabulary/1468722445.5887.mp4
orange,40119,https://media.asldeafined.com/vocabulary/1468722468.1582.mp4
orange,40121,https://www.signingsavvy.com/signs/mp4/14/14519.mp4
orange,66246,https://aslsignbank.haskins.yale.edu/dictionary/protected_media/glossvideo/ASL/OR/ORANGE-521.mp4
orange,40129,http://www.aslsearch.com/signs/videos/orange.mp4
orange,40130,http://www.aslsearch.com/signs/videos/orange.mp4
table,56557,https://signstock.blob.core.windows.net/signschool/videos/db_uploads/SignSchool%20Booth%2C%20Desk%2C%20Table-8QbAD7Y9UEk.mp4
table,56579,http://www.aslsearch.com/signs/videos/counter2.mp4
table,56558,https://media.asldeafined.com/vocabulary/1468942806.9415.mp4
table,56556,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/table.mp4
table,56563,https://www.signingsavvy.com/signs/mp4/9/9252.mp4
thanksgiving,57628,https://elementalaslconcepts.weebly.com/uploads/2/4/4/5/24454483/thanksgiving.mov
thanksgiving,57647,http://www.aslsearch.com/signs/videos/thanksgiving.mp4
thanksgiving,57629,https://media.spreadthesign.com/video/mp4/13/244790.mp4
thanksgiving,57630,https://s3-us-west-1.amazonaws.com/files.startasl.com/asldictionary/thanksgiving2.mp4
